	userid	text	dt	answer
415	209153	incorrect punctuation	2017-08-15T21:39:50.0000000	disliked
416	209153	joining a conga line	2017-08-15T21:39:50.0000000	skipped
417	209153	dabbing pizza grease with a napkin	2017-08-15T21:39:50.0000000	skipped
418	209153	HIKING	2017-08-15T21:39:50.0000000	liked
419	209153	clearing my browsing history	2017-08-15T21:39:50.0000000	liked
420	209153	beauty and the beast	2017-08-15T21:39:50.0000000	skipped
421	209153	the corner piece of a brownie	2017-08-15T21:39:50.0000000	skipped
422	209153	salvia	2017-08-15T21:39:50.0000000	skipped
423	209153	short shorts	2017-08-15T21:39:50.0000000	skipped
424	209153	the idea that everyone has a soulmate	2017-08-15T21:39:50.0000000	liked
425	209153	the f-word	2017-08-15T21:39:50.0000000	loved
426	209153	the missionary position	2017-08-15T21:39:50.0000000	liked
427	209153	the end piece of a loaf of bread	2017-08-15T21:39:50.0000000	skipped
428	209153	smiling in photos	2017-08-15T21:39:50.0000000	skipped
429	209153	CHIA SEEDS	2017-08-15T21:39:50.0000000	skipped
430	209153	studying at libraries	2017-08-15T21:39:50.0000000	skipped
431	209153	TAKING A GAP YEAR	2017-08-15T21:39:50.0000000	skipped
432	209153	going to the doctor	2017-08-15T21:39:50.0000000	skipped
433	209153	philosophical arguments	2017-08-15T21:39:50.0000000	skipped
434	209153	Liam Hemsworth	2017-08-15T21:39:50.0000000	skipped
435	209153	the irish	2017-08-15T21:39:50.0000000	liked
436	209153	people who don't eat red meat	2017-08-15T21:39:50.0000000	skipped
437	209153	KEGELS	2017-08-15T21:39:50.0000000	skipped
438	209153	shake shack	2017-08-15T21:39:50.0000000	skipped
439	209153	williamsburg, brooklyn	2017-08-15T21:39:50.0000000	skipped
440	209153	scuba diving	2017-08-15T21:39:50.0000000	skipped
441	209153	hackathons	2017-08-15T21:39:50.0000000	skipped
442	209153	water balloons	2017-08-15T21:39:50.0000000	skipped
443	209153	SUSPENDERS	2017-08-15T21:39:50.0000000	hated
444	209153	"""would you rather..."""	2017-08-15T21:39:50.0000000	disliked
445	209153	lena dunham	2017-08-15T21:39:50.0000000	skipped
446	209153	ads that follow me around the internet	2017-08-15T21:39:50.0000000	disliked
447	209153	peeling bananas upside down	2017-08-15T21:39:50.0000000	skipped
448	209153	egg whites	2017-08-15T21:39:50.0000000	skipped
449	209153	people who don't eat donuts	2017-08-15T21:39:50.0000000	skipped
450	209153	SLOT MACHINES	2017-08-15T21:39:50.0000000	skipped
451	209153	cold showers	2017-08-15T21:39:50.0000000	disliked
452	118910	puns	2017-08-15T21:39:44.0000000	loved
453	118910	lemonade	2017-08-15T21:39:44.0000000	skipped
454	118910	breakfast burritos	2017-08-15T21:39:44.0000000	skipped
455	118910	SEVERUS SNAPE	2017-08-15T21:39:44.0000000	skipped
456	118910	people that celebrate their half-birthday	2017-08-15T21:39:44.0000000	skipped
457	118910	double dates	2017-08-15T21:39:44.0000000	disliked
458	118910	GOING TO BASEBALL GAMES	2017-08-15T21:39:44.0000000	skipped
459	118910	leaving reviews for apps	2017-08-15T21:39:44.0000000	skipped
460	118910	furry steering wheel covers	2017-08-15T21:39:44.0000000	disliked
461	118910	YOYOS	2017-08-15T21:39:44.0000000	skipped
462	118910	DOGS	2017-08-15T21:39:44.0000000	loved
463	118910	jennifer lawrence	2017-08-15T21:39:44.0000000	liked
464	118910	LEAVING A VOICEMAIL	2017-08-15T21:39:44.0000000	disliked
465	118910	over-filtered instagrams	2017-08-15T21:39:44.0000000	skipped
466	118910	robert downey jr.	2017-08-15T21:39:44.0000000	skipped
467	118910	boy scouts	2017-08-15T21:39:44.0000000	skipped
468	118910	sharks	2017-08-15T21:39:44.0000000	skipped
469	118910	listerine	2017-08-15T21:39:44.0000000	skipped
470	118910	Indiana Jones	2017-08-15T21:39:44.0000000	skipped
471	118910	crossfit	2017-08-15T21:39:44.0000000	liked
472	118910	BRACES	2017-08-15T21:39:44.0000000	hated
473	118910	traveling for work	2017-08-15T21:39:44.0000000	liked
474	118910	babies on airplanes	2017-08-15T21:39:44.0000000	hated
475	118910	wedding speeches	2017-08-15T21:39:44.0000000	skipped
476	118910	PREPPING FOR BEACH-BOD SEASON	2017-08-15T21:39:44.0000000	liked
477	118910	tweets	2017-08-15T21:39:44.0000000	skipped
478	118910	the dolphin sound girls make when they see eachother	2017-08-15T21:39:44.0000000	skipped
479	118910	moochers	2017-08-15T21:39:44.0000000	skipped
480	118910	the size of the US military	2017-08-15T21:39:44.0000000	skipped
481	118910	fetishes	2017-08-15T21:39:44.0000000	skipped
482	118910	justin timberlake	2017-08-15T21:39:44.0000000	skipped
483	118910	"""bling"""	2017-08-15T21:39:44.0000000	skipped
484	118910	monty python	2017-08-15T21:39:44.0000000	skipped
485	118910	choosing where to eat	2017-08-15T21:39:44.0000000	skipped
486	612325	the zoo	2017-08-15T21:39:42.0000000	disliked
487	612325	holding hands	2017-08-15T21:39:42.0000000	skipped
488	612325	moving	2017-08-15T21:39:42.0000000	skipped
489	612325	THE DMV	2017-08-15T21:39:42.0000000	skipped
490	612325	garlic	2017-08-15T21:39:42.0000000	liked
491	612325	FINAL EXAMS	2017-08-15T21:39:42.0000000	skipped
492	612325	people who believe in aliens	2017-08-15T21:39:42.0000000	skipped
493	612325	DINOSAURS	2017-08-15T21:39:42.0000000	skipped
494	612325	doing work at a coffee shop	2017-08-15T21:39:42.0000000	liked
495	612325	DRONES	2017-08-15T21:39:42.0000000	disliked
496	612325	HAVING NOTHING TO DO	2017-08-15T21:39:42.0000000	skipped
497	612325	friendsgiving	2017-08-15T21:39:42.0000000	skipped
498	612325	egg whites	2017-08-15T21:39:42.0000000	skipped
499	612325	tinder	2017-08-15T21:39:42.0000000	skipped
500	612325	using webmd to figure out what's wrong with me	2017-08-15T21:39:42.0000000	skipped
501	612325	my parents	2017-08-15T21:39:42.0000000	skipped
502	612325	candy	2017-08-15T21:39:42.0000000	loved
503	612325	bathroom selfies	2017-08-15T21:39:42.0000000	disliked
504	612325	the death penalty	2017-08-15T21:39:42.0000000	hated
505	612325	BILL COSBY	2017-08-15T21:39:42.0000000	disliked
506	612325	howard stern	2017-08-15T21:39:42.0000000	disliked
507	612325	basketball	2017-08-15T21:39:42.0000000	skipped
508	612325	mexico	2017-08-15T21:39:42.0000000	skipped
509	612325	the cold side of the pillow	2017-08-15T21:39:42.0000000	loved
510	612325	the big bang	2017-08-15T21:39:42.0000000	liked
511	612325	think pieces	2017-08-15T21:39:42.0000000	skipped
512	612325	DORITOS	2017-08-15T21:39:42.0000000	skipped
513	612325	biscuits and gravy	2017-08-15T21:39:42.0000000	skipped
514	612325	corn tortillas	2017-08-15T21:39:42.0000000	skipped
515	612325	PEOPLE WHO DON'T DRINK OR DO DRUGS	2017-08-15T21:39:42.0000000	loved
516	612325	computer games	2017-08-15T21:39:42.0000000	liked
517	612325	cilantro	2017-08-15T21:39:42.0000000	liked
518	612325	breakfast burritos	2017-08-15T21:39:42.0000000	disliked
519	612325	expensive dates	2017-08-15T21:39:42.0000000	skipped
520	612325	STRIP CLUBS	2017-08-15T21:39:42.0000000	skipped
521	612325	NERVOUS SWEATING	2017-08-15T21:39:42.0000000	disliked
522	612325	GETTING CHEATED ON	2017-08-15T21:39:42.0000000	skipped
523	612325	clipping my nails	2017-08-15T21:39:42.0000000	skipped
524	612325	BEING PARANOID	2017-08-15T21:39:42.0000000	skipped
525	612325	MESSING WITH FRIENDS WHEN THEY PASS OUT	2017-08-15T21:39:42.0000000	skipped
526	640876	PEER PRESSURE	2017-08-15T21:39:37.0000000	skipped
527	640876	people who don't recycle	2017-08-15T21:39:37.0000000	skipped
528	640876	people watching	2017-08-15T21:39:37.0000000	skipped
529	640876	DOGS	2017-08-15T21:39:37.0000000	skipped
530	640876	breaking up with someone	2017-08-15T21:39:37.0000000	skipped
531	640876	bad manners	2017-08-15T21:39:37.0000000	skipped
532	640876	the defense budget	2017-08-15T21:39:37.0000000	skipped
533	640876	dirty floors	2017-08-15T21:39:37.0000000	skipped
534	640876	sadness	2017-08-15T21:39:37.0000000	skipped
535	640876	censorship	2017-08-15T21:39:37.0000000	skipped
536	640876	risking my life to eat raw cookie dough	2017-08-15T21:39:37.0000000	skipped
537	640876	heated pools	2017-08-15T21:39:37.0000000	liked
538	640876	FOOD STANDS	2017-08-15T21:39:37.0000000	skipped
539	640876	VIDEO BLOGS	2017-08-15T21:39:37.0000000	skipped
540	640876	being under pressure	2017-08-15T21:39:37.0000000	skipped
541	640876	TRAVELING WITH A FRIEND	2017-08-15T21:39:37.0000000	skipped
542	640876	condoms	2017-08-15T21:39:37.0000000	skipped
543	640876	raising the minimum wage	2017-08-15T21:39:37.0000000	skipped
544	640876	tech blogs	2017-08-15T21:39:37.0000000	skipped
545	640876	people who hold the elevator doors open	2017-08-15T21:39:37.0000000	skipped
546	640876	spanking	2017-08-15T21:39:37.0000000	skipped
547	640876	BEANIES	2017-08-15T21:39:37.0000000	skipped
548	640876	the american healthcare system	2017-08-15T21:39:37.0000000	skipped
549	640876	"""locker room talk"""	2017-08-15T21:39:37.0000000	skipped
550	640876	recreational sports leagues	2017-08-15T21:39:37.0000000	skipped
551	640876	mission statements	2017-08-15T21:39:37.0000000	skipped
552	640876	makeup	2017-08-15T21:39:37.0000000	skipped
553	640876	putting on the fitted sheet	2017-08-15T21:39:37.0000000	disliked
554	640876	IGNITION REMIX	2017-08-15T21:39:37.0000000	liked
555	640876	the snapchat glasses	2017-08-15T21:39:37.0000000	skipped
556	640876	iced coffee in the winter	2017-08-15T21:39:37.0000000	skipped
557	640876	DRIVERS WHO DON'T SIGNAL	2017-08-15T21:39:37.0000000	skipped
558	640876	DOGS LICKING MY FACE	2017-08-15T21:39:37.0000000	skipped
559	640876	ice skating	2017-08-15T21:39:37.0000000	skipped
560	640876	SPICY MEMES	2017-08-15T21:39:37.0000000	skipped
561	640876	taking off your pants when you get home	2017-08-15T21:39:37.0000000	loved
562	640876	DICK PICS	2017-08-15T21:39:37.0000000	skipped
563	640876	bitmojis	2017-08-15T21:39:37.0000000	skipped
564	640876	BAR GAMES	2017-08-15T21:39:37.0000000	skipped
565	640876	burps	2017-08-15T21:39:37.0000000	skipped
566	621956	bono	2017-08-15T21:39:29.0000000	disliked
567	621956	BEING IGNORED	2017-08-15T21:39:29.0000000	hated
568	621956	cold brew coffee	2017-08-15T21:39:29.0000000	liked
569	621956	street preachers	2017-08-15T21:39:29.0000000	hated
570	621956	CROSSWORD PUZZLES	2017-08-15T21:39:29.0000000	liked
571	621956	COCAINE	2017-08-15T21:39:29.0000000	disliked
572	621956	FAD DIETS	2017-08-15T21:39:29.0000000	hated
573	621956	GETTING CHEATED ON	2017-08-15T21:39:29.0000000	hated
574	621956	HORSE RACING	2017-08-15T21:39:29.0000000	disliked
575	621956	EXCEL SPREADSHEETS	2017-08-15T21:39:29.0000000	hated
576	621956	facetime	2017-08-15T21:39:29.0000000	loved
577	621956	kim kardashian	2017-08-15T21:39:29.0000000	liked
578	621956	snooze buttons	2017-08-15T21:39:29.0000000	loved
579	621956	money clips	2017-08-15T21:39:29.0000000	liked
580	621956	snickers	2017-08-15T21:39:29.0000000	loved
581	621956	winking	2017-08-15T21:39:29.0000000	loved
582	621956	finding ripe avocados at the supermarket	2017-08-15T21:39:29.0000000	loved
583	621956	petting other people's dogs	2017-08-15T21:39:29.0000000	disliked
584	621956	animated movies	2017-08-15T21:39:29.0000000	liked
585	621956	bumpy roads	2017-08-15T21:39:29.0000000	disliked
586	621956	Bill Clinton	2017-08-15T21:39:29.0000000	loved
587	621956	ERIC ANDRE	2017-08-15T21:39:29.0000000	liked
588	621956	pick up artists	2017-08-15T21:39:29.0000000	liked
589	621956	brooklyn	2017-08-15T21:39:29.0000000	loved
590	621956	using computer tablets	2017-08-15T21:39:29.0000000	liked
591	621956	BELGIAN WAFFLES	2017-08-15T21:39:29.0000000	loved
592	621956	FIDGET SPINNERS	2017-08-15T21:39:29.0000000	disliked
593	621956	the yankees	2017-08-15T21:39:29.0000000	disliked
594	621956	USING A LOT OF EXCLAMATION POINTS	2017-08-15T21:39:29.0000000	liked
595	621956	gummy vitamins	2017-08-15T21:39:29.0000000	liked
596	621956	the disney channel	2017-08-15T21:39:29.0000000	loved
597	621956	disney world	2017-08-15T21:39:29.0000000	loved
598	621956	trump's tweets	2017-08-15T21:39:29.0000000	hated
599	621956	HIPSTERS	2017-08-15T21:39:29.0000000	loved
600	621956	weekend getaways	2017-08-15T21:39:29.0000000	loved
601	621956	playing oscar bingo	2017-08-15T21:39:29.0000000	hated
602	621956	national parks	2017-08-15T21:39:29.0000000	liked
603	621956	COCONUT WATER	2017-08-15T21:39:29.0000000	liked
604	621956	phish	2017-08-15T21:39:29.0000000	disliked
605	621956	people who think brooklyn is the best	2017-08-15T21:39:29.0000000	disliked
606	639699	baking	2017-08-15T21:39:25.0000000	skipped
607	639699	biting string cheese	2017-08-15T21:39:25.0000000	skipped
608	639699	climbing trees	2017-08-15T21:39:25.0000000	skipped
609	639699	sour cream	2017-08-15T21:39:25.0000000	disliked
610	639699	zumba	2017-08-15T21:39:25.0000000	skipped
611	639699	artisanal mayonnaise	2017-08-15T21:39:25.0000000	skipped
612	639699	hand washing my car	2017-08-15T21:39:25.0000000	liked
613	639699	LAP DANCES	2017-08-15T21:39:25.0000000	liked
614	639699	the nets	2017-08-15T21:39:25.0000000	skipped
615	639699	NPR	2017-08-15T21:39:25.0000000	skipped
616	639699	yacht clubs	2017-08-15T21:39:25.0000000	skipped
617	640457	"""k"""	2017-08-15T21:39:20.0000000	disliked
618	640780	fitness trainers	2017-08-15T21:39:19.0000000	skipped
619	640780	stomping in puddles	2017-08-15T21:39:19.0000000	skipped
620	640780	FINGER PAINTING	2017-08-15T21:39:19.0000000	liked
621	640780	soggy bacon	2017-08-15T21:39:19.0000000	skipped
622	640780	HUNGRY HUNGRY HIPPOS	2017-08-15T21:39:19.0000000	skipped
623	640780	THE EIFFEL TOWER	2017-08-15T21:39:19.0000000	liked
624	640780	shia labeouf	2017-08-15T21:39:19.0000000	skipped
625	640780	GOING TO THE DENTIST	2017-08-15T21:39:19.0000000	skipped
626	640780	BOOZE CRUISES	2017-08-15T21:39:19.0000000	skipped
627	640780	lunchables	2017-08-15T21:39:19.0000000	skipped
628	640818	netflix binging	2017-08-15T21:39:17.0000000	liked
629	640818	cash only	2017-08-15T21:39:17.0000000	liked
630	640818	CHAMPAGNE SHOWERS	2017-08-15T21:39:17.0000000	loved
631	640818	tmz	2017-08-15T21:39:17.0000000	hated
632	640818	concerts	2017-08-15T21:39:17.0000000	liked
633	640818	live panda cams	2017-08-15T21:39:17.0000000	disliked
634	640818	clapping when an airplane lands	2017-08-15T21:39:17.0000000	disliked
635	640818	hamsters	2017-08-15T21:39:17.0000000	hated
636	640901	subtweeting	2017-08-15T21:39:07.0000000	liked
637	640901	censorship	2017-08-15T21:39:07.0000000	hated
638	640901	prostitution	2017-08-15T21:39:07.0000000	disliked
639	640901	going to the doctor	2017-08-15T21:39:07.0000000	disliked
640	640901	fake news	2017-08-15T21:39:07.0000000	disliked
641	640901	texting people first	2017-08-15T21:39:07.0000000	hated
642	640901	HOT CIDER	2017-08-15T21:39:07.0000000	hated
643	640901	the nets	2017-08-15T21:39:07.0000000	hated
644	640901	coachella	2017-08-15T21:39:07.0000000	loved
645	640901	denzel washington	2017-08-15T21:39:07.0000000	liked
646	640901	sloppy kisses	2017-08-15T21:39:07.0000000	hated
647	640901	staying up late	2017-08-15T21:39:07.0000000	loved
648	640901	super fans	2017-08-15T21:39:07.0000000	hated
649	640901	MESSY ROOMMATES	2017-08-15T21:39:07.0000000	hated
650	640901	scented candles	2017-08-15T21:39:07.0000000	loved
651	640901	the 24-hour news cycle	2017-08-15T21:39:07.0000000	liked
652	640901	becky with the good hair	2017-08-15T21:39:07.0000000	disliked
653	640901	Polyamory	2017-08-15T21:39:07.0000000	disliked
654	640901	being scared	2017-08-15T21:39:07.0000000	hated
655	640901	my job	2017-08-15T21:39:07.0000000	liked
656	271873	stomping in puddles	2017-08-15T21:39:01.0000000	liked
657	271873	BEING HUGGED	2017-08-15T21:39:01.0000000	loved
658	271873	GIVING DOGS HUMAN FOOD	2017-08-15T21:39:01.0000000	liked
659	271873	country clubs	2017-08-15T21:39:01.0000000	disliked
660	271873	CHICK-FIL-A SAUCE	2017-08-15T21:39:01.0000000	liked
661	271873	canada	2017-08-15T21:39:01.0000000	liked
662	271873	family guy	2017-08-15T21:39:01.0000000	liked
663	271873	fast food	2017-08-15T21:39:01.0000000	liked
664	271873	WARMING THE BENCH FOR THE GOOD PLAYERS	2017-08-15T21:39:01.0000000	disliked
665	271873	foreign movies	2017-08-15T21:39:01.0000000	liked
666	271873	YOYOS	2017-08-15T21:39:01.0000000	liked
667	271873	gift cards	2017-08-15T21:39:01.0000000	liked
668	271873	leather	2017-08-15T21:39:01.0000000	liked
669	271873	weekend getaways	2017-08-15T21:39:01.0000000	liked
670	271873	la croix	2017-08-15T21:39:01.0000000	disliked
671	271873	ping pong	2017-08-15T21:39:01.0000000	liked
672	271873	taking the scenic route	2017-08-15T21:39:01.0000000	loved
673	271873	the matrix	2017-08-15T21:39:01.0000000	liked
674	271873	ADAM SANDLER MOVIES	2017-08-15T21:39:01.0000000	liked
675	271873	OVERBLOWN WEATHER HYPE	2017-08-15T21:39:01.0000000	disliked
676	271873	THE SMELL OF FISH	2017-08-15T21:39:01.0000000	disliked
677	271873	numbers	2017-08-15T21:39:01.0000000	liked
678	271873	DORA THE EXPLORER	2017-08-15T21:39:01.0000000	disliked
679	271873	sloppiness	2017-08-15T21:39:01.0000000	disliked
680	271873	tweets	2017-08-15T21:39:01.0000000	liked
681	271873	vegas	2017-08-15T21:39:01.0000000	liked
682	271873	movies with no plot	2017-08-15T21:39:01.0000000	disliked
683	271873	CALLING GIRLS CRAZY	2017-08-15T21:39:01.0000000	disliked
684	271873	keeping a calendar	2017-08-15T21:39:01.0000000	liked
685	271873	SNAPBACK HATS	2017-08-15T21:39:01.0000000	liked
686	271873	WEARING TIGHT SHIRTS	2017-08-15T21:39:01.0000000	liked
687	271873	REPTILES	2017-08-15T21:39:01.0000000	disliked
688	271873	asking for favors	2017-08-15T21:39:01.0000000	disliked
689	271873	MONOPOLY	2017-08-15T21:39:01.0000000	liked
690	271873	DRIVERS WHO DON'T SIGNAL	2017-08-15T21:39:01.0000000	hated
691	271873	spotify premium	2017-08-15T21:39:01.0000000	liked
692	640810	amsterdam	2017-08-15T21:38:46.0000000	liked
693	640810	SPIN CLASS	2017-08-15T21:38:46.0000000	disliked
694	640810	anne hathaway	2017-08-15T21:38:46.0000000	liked
695	640810	dirty clothes	2017-08-15T21:38:46.0000000	disliked
696	640810	"when people text ""k"""	2017-08-15T21:38:46.0000000	disliked
697	640810	no shave november	2017-08-15T21:38:46.0000000	liked
698	640810	martin shkreli	2017-08-15T21:38:46.0000000	skipped
699	640810	THE SMELL OF FISH	2017-08-15T21:38:46.0000000	disliked
700	640810	change	2017-08-15T21:38:46.0000000	liked
701	640810	WETTING THE TOOTHBRUSH BEFORE BRUSHING	2017-08-15T21:38:46.0000000	liked
702	640810	destination weddings	2017-08-15T21:38:46.0000000	liked
703	640810	botox	2017-08-15T21:38:46.0000000	disliked
704	640810	adult coloring books	2017-08-15T21:38:46.0000000	liked
705	640810	movies where the dog dies	2017-08-15T21:38:46.0000000	disliked
706	640810	watching sports	2017-08-15T21:38:45.0000000	liked
707	640810	people who don't like dessert	2017-08-15T21:38:45.0000000	hated
708	640810	subtweeting	2017-08-15T21:38:45.0000000	disliked
709	640810	jon stewart	2017-08-15T21:38:45.0000000	skipped
710	640810	WHEN SOMEONE ELSE TAKES THE FRY I MENTALLY CLAIMED	2017-08-15T21:38:45.0000000	disliked
711	640810	malls	2017-08-15T21:38:45.0000000	disliked
712	640810	roommates	2017-08-15T21:38:45.0000000	liked
713	640810	CHESS	2017-08-15T21:38:45.0000000	liked
714	640810	potato salad	2017-08-15T21:38:45.0000000	hated
715	640810	THE DMV	2017-08-15T21:38:45.0000000	disliked
716	640810	mustard on hot dogs	2017-08-15T21:38:45.0000000	hated
717	640810	twizzlers pull and peel	2017-08-15T21:38:45.0000000	disliked
718	640810	butter on movie popcorn	2017-08-15T21:38:45.0000000	liked
719	640810	getting hair cuts	2017-08-15T21:38:45.0000000	disliked
720	640810	drifting	2017-08-15T21:38:45.0000000	disliked
721	640810	car sex	2017-08-15T21:38:45.0000000	liked
722	640810	helen keller jokes	2017-08-15T21:38:45.0000000	disliked
723	640810	apple maps	2017-08-15T21:38:45.0000000	disliked
724	640810	FOAM PITS	2017-08-15T21:38:45.0000000	liked
725	640810	exaggerating	2017-08-15T21:38:45.0000000	disliked
726	640810	ripped jeans	2017-08-15T21:38:45.0000000	disliked
727	640810	PUGS	2017-08-15T21:38:45.0000000	disliked
728	640810	bob dylan	2017-08-15T21:38:45.0000000	skipped
729	640810	Abercrombie & Fitch	2017-08-15T21:38:45.0000000	disliked
730	640810	SARDINES	2017-08-15T21:38:45.0000000	disliked
731	640810	plastic bags	2017-08-15T21:38:45.0000000	disliked
732	640035	BURNING MAN	2017-08-15T21:38:44.0000000	liked
733	640035	THAT '70S SHOW	2017-08-15T21:38:44.0000000	liked
734	640035	magic	2017-08-15T21:38:44.0000000	liked
735	640035	the ice bucket challenge	2017-08-15T21:38:44.0000000	disliked
736	640035	playing on my phone on the toilet	2017-08-15T21:38:44.0000000	disliked
737	640035	CHEST HAIR	2017-08-15T21:38:44.0000000	hated
738	640035	herschel backpacks	2017-08-15T21:38:44.0000000	loved
739	640035	people who start an instagram for their dog	2017-08-15T21:38:44.0000000	liked
740	640035	MARK CUBAN	2017-08-15T21:38:44.0000000	liked
741	640035	Saying sorry	2017-08-15T21:38:44.0000000	liked
742	640035	helping old people with technology	2017-08-15T21:38:44.0000000	loved
743	640035	makeup sex	2017-08-15T21:38:44.0000000	hated
744	640035	writing	2017-08-15T21:38:44.0000000	loved
745	640035	the passing of time	2017-08-15T21:38:44.0000000	disliked
746	640035	man caves	2017-08-15T21:38:44.0000000	liked
747	640035	PIZZA BAGELS	2017-08-15T21:38:44.0000000	hated
748	640035	wet band-aids	2017-08-15T21:38:44.0000000	disliked
749	640035	violent video games	2017-08-15T21:38:44.0000000	liked
750	640035	the EU	2017-08-15T21:38:44.0000000	liked
751	640035	50 shades of grey	2017-08-15T21:38:44.0000000	liked
752	636563	decorative gourds	2017-08-15T21:38:40.0000000	skipped
753	636563	BIRTHDAY PARTIES	2017-08-15T21:38:40.0000000	skipped
754	636563	multitasking	2017-08-15T21:38:40.0000000	liked
755	636563	people who are left handed	2017-08-15T21:38:40.0000000	disliked
756	636563	wet t-shirt contests	2017-08-15T21:38:40.0000000	liked
757	636563	antique shops	2017-08-15T21:38:40.0000000	skipped
758	636563	FIRE	2017-08-15T21:38:40.0000000	loved
759	636563	walking slowly	2017-08-15T21:38:40.0000000	skipped
760	636563	hacky sack	2017-08-15T21:38:40.0000000	disliked
761	636563	the cha cha slide	2017-08-15T21:38:40.0000000	disliked
762	636563	magic tricks	2017-08-15T21:38:40.0000000	skipped
763	636563	leggings as pants	2017-08-15T21:38:40.0000000	liked
764	636563	HOOTERS	2017-08-15T21:38:40.0000000	skipped
765	636563	silicon valley on hbo	2017-08-15T21:38:40.0000000	liked
766	636563	receiving advice from someone else	2017-08-15T21:38:40.0000000	skipped
767	636563	iced coffee in the winter	2017-08-15T21:38:40.0000000	skipped
768	636563	FOOD STANDS	2017-08-15T21:38:40.0000000	skipped
769	636563	new orleans	2017-08-15T21:38:40.0000000	skipped
770	636563	BITING ICE CREAM	2017-08-15T21:38:40.0000000	skipped
771	636563	buying the expensive toilet paper	2017-08-15T21:38:40.0000000	liked
772	636563	street preachers	2017-08-15T21:38:40.0000000	skipped
773	636563	spitting	2017-08-15T21:38:40.0000000	skipped
774	636563	BAD WIFI	2017-08-15T21:38:40.0000000	hated
775	636563	comedians	2017-08-15T21:38:40.0000000	skipped
776	636563	waiting in line	2017-08-15T21:38:40.0000000	skipped
777	636563	FOLDING LAUNDRY	2017-08-15T21:38:40.0000000	liked
778	636563	tiny plates of food	2017-08-15T21:38:40.0000000	skipped
779	636563	sunglasses at night	2017-08-15T21:38:40.0000000	skipped
780	636563	Florida	2017-08-15T21:38:40.0000000	skipped
781	636563	selena gomez	2017-08-15T21:38:40.0000000	skipped
782	636563	SAYING CHEERS BEFORE DRINKING	2017-08-15T21:38:40.0000000	skipped
783	636563	HEARING THE LATEST GOSSIP	2017-08-15T21:38:40.0000000	skipped
784	636563	DUST	2017-08-15T21:38:40.0000000	skipped
785	636563	mowing the lawn	2017-08-15T21:38:40.0000000	skipped
786	636563	COMPETITIVE PEOPLE	2017-08-15T21:38:40.0000000	skipped
787	636563	celebrating anniversaries	2017-08-15T21:38:40.0000000	skipped
788	636563	complicated coffee orders	2017-08-15T21:38:40.0000000	skipped
789	636563	SLIDING IN SOCKS	2017-08-15T21:38:40.0000000	skipped
790	636563	flaming hot cheetos	2017-08-15T21:38:40.0000000	skipped
791	636563	couples that wear matching clothing	2017-08-15T21:38:40.0000000	skipped
792	640464	COUNTRY MUSIC	2017-08-15T21:38:40.0000000	hated
793	640704	NICOLAS CAGE	2017-08-15T21:38:32.0000000	loved
794	640704	zumba	2017-08-15T21:38:32.0000000	skipped
795	640704	anyone hotter than me	2017-08-15T21:38:32.0000000	skipped
796	640704	STEPPING ON A LEGO	2017-08-15T21:38:32.0000000	hated
797	640704	cigarettes	2017-08-15T21:38:32.0000000	liked
798	640704	private browsing	2017-08-15T21:38:32.0000000	liked
799	640704	video games	2017-08-15T21:38:32.0000000	liked
800	640704	extremism	2017-08-15T21:38:32.0000000	liked
801	640704	SNL	2017-08-15T21:38:32.0000000	hated
802	640704	water parks	2017-08-15T21:38:32.0000000	hated
803	640704	the wilderness	2017-08-15T21:38:32.0000000	liked
804	640704	shia labeouf	2017-08-15T21:38:32.0000000	liked
805	640704	goose bumps	2017-08-15T21:38:32.0000000	liked
806	640704	rage quitting	2017-08-15T21:38:32.0000000	liked
807	640704	itchy sweaters	2017-08-15T21:38:32.0000000	skipped
808	640704	james franco	2017-08-15T21:38:32.0000000	liked
809	640704	juice cleanses	2017-08-15T21:38:32.0000000	skipped
810	640704	"""LOL"""	2017-08-15T21:38:32.0000000	disliked
811	640704	Power Rangers	2017-08-15T21:38:32.0000000	liked
812	640704	car sex	2017-08-15T21:38:32.0000000	liked
813	640704	being single	2017-08-15T21:38:32.0000000	disliked
814	640704	black socks	2017-08-15T21:38:32.0000000	liked
815	640704	candy crush	2017-08-15T21:38:32.0000000	hated
816	640704	WHEN THE PERSON IN FRONT OF YOU DOESN'T HOLD THE DOOR	2017-08-15T21:38:32.0000000	disliked
817	640704	SPONGEBOB SQUAREPANTS	2017-08-15T21:38:32.0000000	liked
818	640704	swimming in cold water	2017-08-15T21:38:32.0000000	disliked
819	640704	plain food	2017-08-15T21:38:32.0000000	disliked
820	640704	football	2017-08-15T21:38:32.0000000	skipped
821	640704	fitness trainers	2017-08-15T21:38:32.0000000	skipped
822	640704	FEMINISM	2017-08-15T21:38:32.0000000	liked
823	640704	supplements	2017-08-15T21:38:32.0000000	skipped
824	640704	giant beards	2017-08-15T21:38:32.0000000	skipped
825	640704	TANDEM BIKES	2017-08-15T21:38:32.0000000	skipped
826	640704	humidity	2017-08-15T21:38:32.0000000	hated
827	640704	FIRST DATES	2017-08-15T21:38:32.0000000	liked
828	617341	sunglasses at night	2017-08-15T21:38:29.0000000	disliked
829	640877	watery salsa	2017-08-15T21:38:28.0000000	skipped
830	640877	twizzlers pull and peel	2017-08-15T21:38:28.0000000	skipped
831	640877	SPIDERS	2017-08-15T21:38:28.0000000	hated
